work_id;(Major) Character Death Evidence;Presentation_Mode;Narrator_POV;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;summary_P;Classification;Reason;Victim_TP_auto;Victim_FP_auto;Victim_FN_auto;Victim_TN_auto;Victim_res;Perpetrator_TP_auto;Perpetrator_FP_auto;Perpetrator_FN_auto;Perpetrator_TN_auto;Perpetrator_res;Mode of Demise_TP_auto;Mode of Demise_FP_auto;Mode of Demise_FN_auto;Mode of Demise_TN_auto;Mode of Demise_res
78338;"""The BOAR virus detected these prodigies and lashed out, rending,  maiming, and tearing the VR bodies and destroying the neural nets of one  after another of Unnamed Redshirts. None of them were of noble parentage, so it wasn't any great loss.""";narrator;third;unnamed redshirts;unnamed redshirts;;;;;Diana Artémiso;BOAR virus;;;;;;tearing to pieces;;;;;;;;1;0;0;0;rule;0;1;1;0;semantic;0;1;0;0;rule
78338;"""Once they'd all logged out, Plexippus and Toxeus, two of Meleager's uncles who'd been in the hunting party, were jealous that Atalanta had gotten all the honor and fame out of all who had been there."" [...] ""Meleager didn't see it that way. They'd taken from a heroine, and what's more, they'd taken from the woman he loved. He drew his hand phaser and vaporized them on the spot.""";narrator;third;Plexippus and Toxeus;Plexippus and Toxeus;;;;;Meleager;Meleager;;;;;vaporising;vaporized;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;fuzzy
78338;"""It's only fair, she decided. Why should OEneus celebrate while I am in mourning? An eye for an eye, I say! Well, I brought you into this world, Mellie, and watch me take you out! She finished the download. The :::ding::: of completion seemed to be a deathly groan. It was the groan of her son, dying""";direct thought;third;Meleager;Meleager;;;;;Althea;Althea;;;;;software malfunction;program completion;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
78338;"""Weeks later, Althea recovered from her grief and hysteria and realized what she had done. She took the coward's way out of guilt.""";indirect thought;third;Althea;Althea;;;;;---;Althea;;;;;suicide;suicide;;;;;;;;1;0;0;0;rule;0;1;0;0;rule;1;0;0;0;rule
109012;"""He was among the best of men, was Hector husband of Andromache, father of Astynax, beloved. Andromache gave herself up to grief and rage when Achilles killed him, but Helen fell into herself. """;narrator;third;Hector;Hector;;;;;Achilles;Achilles;;;;;unspecified;killed in battle;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;0;1;0;0;rule
125672;"""The last sight Cassandra sees is her most complete and perfect vision; it's accompanied by a crack like thunder.""";narrator;third;Cassandra;Cassandra;;;;;Clytaemnestra;Clytaemnestra;;;;;slaying;violence;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
591456;"""What were the thoughts of the goddess of craft and skill and defense when she sent Perseus with a shield as bright as a mirror to her love? It cannot be known. But thereafter upon the shield of grey-eyed Athena, wise as a serpent, she bore the face of Medusa in her eternal rage. A goddess of wisdom may not be inclined to forgetfulness. She may also consider that in the end, even gods may die and the sea may turn to stone.""";narrator;third;Medusa;;;;;;Perseus;;;;;;petrification;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
591456;"""She, the daughter of a younger god, whose father consumed her mother in a single swallow.""";narrator;third;Athena's mother;;;;;;Athena's father;;;;;;being eaten;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
591456;"""Ships lay tilted upon the flat roofs where the people had gathered in halcyon days. And the dead. There were so many dead. "" ";narrator;third;many people;people;;;;;Poseidon;sea (Poseidon);;;;;drowning;drowning/floodwaters;;;;;;;;1;0;0;0;fuzzy;1;0;0;0;fuzzy;1;0;0;0;semantic
591456;"""Whole families drowned""";narrator;third;whole families;;;;;;Poseidon;;;;;;drowning;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
660704;"""“I did it for you,” Kallisto is sobbing. “I did it for us.” “I know, baby.” Artemis pulls the trigger.""";narrator;third;Kallisto;Kallisto;;;;;Artemis;Artemis;;;;;being shot;gunshot;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
734141;"""I look over his shoulder and see her behind, stalking forward on quiet feet, her sword raised."" [...] "" ‘Agamemnon,’ she says, her voice low. ‘This is for our daughter.’ He turns at her voice, his hand going to his hip as he registers her words, but of course his sword is not there. Her blade plunges into his stomach and out, dark blood spurting forth, spattering her dress. Her smile is so wide it is a grimace, a snarl. He falls sideways onto the floor, crying out wordlessly in pain and surprise. His head hits the ground but he is still moving. One hand goes to his waist, coming up red. The other gropes behind him, reaching for his sword. I am faster. I snatch it up and unsheathe it, the scabbard clattering on the floor.""";narrator;first;Agamemnon;;;;;;Clytaemnestra;;;;;;stabbing;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
734141;"""‘This is for my people,’ I say, and I stab down into his flesh, a hand span higher than the wound she has given him. It goes in deep. I am stronger than I thought. He coughs, red foam gathering on his lips. I leave the sword in him and step back, looking down. Impaled, helpless, he shudders and jerks, pinned by his own sword. He tries to speak, but only spits blood onto the floor. She kneels beside him, gripping his head with her hand.""";narrator;first;Agamemnon;;;;;;Cassandra;;;;;;stabbing;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
1087311;"""The priestess stopped her backwards retreat, her feet seemingly rooted to the ground. There was a soft clicking as the silk slippers she wore seemed to harden and turn a soft shade of grey. Then, her ankles began the strange transformation, then her calves and her thighs. Medusa saw the girl struggle, but she noticed how the priestess's eyes remained on her at all times. The priestess's whole body turned grey and Medusa watched as one of the priestess's veins pulsed slowly through its alabaster prison. She watched with her own horror as it slowed to a stop, the priestess now a sister to the idol standing next to her.""";narrator;third;a priestess;;;;;;Medusa;;;;;;petrification;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
1087311;"""Medusa had killed hundreds of men with a single glance; this newcomer was nothing but another nameless body to be added to the list of deceased. No one who met her gaze ever breathed again.""";narrator;third;hundreds of men;;;;;;Medusa;;;;;;petrification;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
1087311;"""And then she heard the sound of steel slicing through flesh and she saw the sky for a moment before everything went black.""";narrator;third;Medusa;Medusa;;;;;Perseus;Perseus;;;;;slashing;beheading;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
17006691;"""The prophecy says if Troilus dies before he's twenty, the Achaeans will succeed."" [...] ""He draws his sword and puts the tip to the base of Troilus's perfect neck; Troilus bows his head almost as if he understands that this must happen, because the gods have willed it even if the two of them do not. Achilles washes Apollo's marble feet with the blood of his beautiful son and he leaves the body there before him.""";narrator;third;Troilus;Troilus;;;;;Achilles;Achilles;;;;;beheading;sword;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;0;1;1;0;semantic
17006691;"""This will not be the only death before the war is done, and will not be the only one at Achilles's hands, but it's one he will remember.""";narrator;third;unspecified;;;;;;Achilles;;;;;;unspecified;;;;;;;;;0;0;0;1;rule;0;0;1;0;rule;0;0;0;1;rule
24160720;"""And her fear was justified because one piece of a future later, she is holding her dead son in her arms""";indirect thought;third;Cassandra's son;Cassandra;;;;;---;King Agamemnon;;;;;war;;;;;;;;;1;0;0;0;fuzzy;0;1;0;0;rule;0;0;1;0;rule
24160720;"""She is staying in front of the Mycenae gates, her daughter is dead then, one of the casualties of travelling.""";indirect thought;third;Cassandra's daughter;Cassandra's daughter;;;;;---;;;;;;unspecified;;;;;;;;;1;0;0;0;rule;0;0;0;1;rule;0;0;0;1;rule
24160720;"""And she sees her own death, waiting behind the gate, and all that will follow."" [...] ""Apollo watches her standing in front Mycenae gate. He watches her die.""";indirect thought;third;Cassandra;Cassandra's unborn child;;;;;---;Ajax the Lesser;;;;;unspecified;miscarriage;;;;;;;;1;0;0;0;semantic;0;1;0;0;rule;0;1;0;0;rule
24160720;"""And at this point she thought that the fate couldn’t surprise her, but then she sees the world burning, the sun crushing to the ground, Apollo raging, monsters plundering and plague spreading.""";indirect thought;third;mortals;;;;;;Apollo;;;;;;natural desaster;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
24160720;"""And at this point she thought that the fate couldn’t surprise her, but then she sees the world burning, the sun crushing to the ground, Apollo raging, monsters plundering and plague spreading.""";indirect thought;third;mortals;;;;;;Apollo;;;;;;monsters;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
24160720;"""And at this point she thought that the fate couldn’t surprise her, but then she sees the world burning, the sun crushing to the ground, Apollo raging, monsters plundering and plague spreading.""";indirect thought;third;mortals;;;;;;Apollo;;;;;;plague;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
24160720;"""And she sees it, she sees the end of the world, she sees his death, she sees everybody’s death.""";indirect thought;third;Apollo;Apollo;;;;;---;;;;;;unspecified;;;;;;;;;1;0;0;0;rule;0;0;0;1;rule;0;0;0;1;rule
24160720;"""And she sees it, she sees the end of the world, she sees his death, she sees everybody’s death.""";indirect thought;third;everyone;everyone;;;;;---;Apollo;;;;;unspecified;apocalypse;;;;;;;;1;0;0;0;rule;0;1;0;0;rule;0;1;0;0;rule
24350869;"""Learning a woman’s place had earned her mother an early grave. Her poor mother had died with her younger brother all because to rule you needed a cock.""";indirect thought;third;Philomena's mother;;;;;;---;;;;;;unspecified;;;;;;;;;0;0;1;0;rule;0;0;0;1;rule;0;0;0;1;rule
24350869;"""Deep in her heart she already knew, if her father was willing to try to beat her to death then there was no hope for him. By the Gods how she longed to weep, but found that it hurt too much to simply do that.""";indirect thought;third;Kallias;;;;;;Philomena's father;;;;;;implied/unspecified;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
24350869;"""The Trojan War that had sent so many young souls to Hades.""";indirect thought;third;many young souls;;;;;;---;;;;;;war;;;;;;;;;0;0;1;0;rule;0;0;0;1;rule;0;0;1;0;rule
24350869;"""From the soldier she learned that Menoiteus had exiled him to Pthita for a supposed murder of another boy.""";indirect speech;third;a boy;;;;;;Patroclus;;;;;;unspecified;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;0;1;rule
24350869;"""Reaching for his hands, noted the rough nature of them. Hands that had saved but also ended lives, her baby.""";indirect thought;third;---;;;;;;Patroclus;;;;;;unspecified;;;;;;;;;0;0;0;1;rule;0;0;1;0;rule;0;0;0;1;rule
24350869;"""Her family was whole once more(Menoiteus and her father could rot in the very pits of Tartarus for all she cared) and they had welcomed a new addition.""";indirect thought;third;Philomena's father, Menoiteus;;;;;;---;;;;;;implied/unspecified;;;;;;;;;0;0;1;0;rule;0;0;0;1;rule;0;0;1;0;rule
24350869;"""Achilles said they had been buried together but they had not arrived together."" [...] ""She now noticed the blood marrying his tunic at the abdomen. A gruesome death, however the signs would fade in time.""";indirect speech;third;Patroclus;Patroclus;;;;;---;unknown;;;;;;abdominal wound;;;;;;;;1;0;0;0;rule;0;0;0;1;rule;0;1;0;0;rule
24847147;"""The goddess Aphrodite transformed young Myrrha into a little twisted fragrant tree that split open to reveal the most beautiful baby the goddess had ever seen.""";narrator;first;Myrrha;;;;;;Aphrodite;;;;;;transformation;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
24847147;"""Obviously we all know the ending. She found Beautiful Adonis sprawled beneath a tree, a wild pig snorting over the boy, a spreading wound in her lover’s thigh. She wept then as poets weep: for departed beauty, for the fragility of all things, for the idea of the dying god; she wept for worldly cares that Adonis had now left behind him. """;narrator;third;Adonis;;;;;;wild pig;;;;;;hunting accident;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25480942;"""soon enough though his screams of pain rouse my sisters, who quickly make short work of their meal.""";narrator;first;a man;;;;;;Medusa's sisters;;;;;;being eaten;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25480942;"""with the mother watching me i bring my knife to the faun's throat, one smooth press and a jerk of it's leg and it stills. the mother calls out once or twice before heading into another part of the forest.""";narrator;first;a faun;;;;;;Medusa;;;;;;slashing throat;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25480942;"""i try not to eat humans, but in the beginning i had no control over my bloodlust, and for that me and my sisters are hunted by ""heroes,"" foolish mortals who claim that the gods sent them, unaware that a goddess is the one who gave me this protection in the first place. the heroes are always male, and even after all these years i still cannot bring myself to let one touch me. i know it's not their fault, i know that, but every time one gets close i panic and my snakes do their job for me.""";narrator;first;unnamed heroes;;;;;;Medusa('s snakes);;;;;;snake bite;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25480942;"""here was a farmer who sought revenge for a sheep i had killed, there was a drunken man who had tried to force himself onto me, and there closest to the entrance was a man dressed in strange attire, a helmet on his head that had blonde curls, a strange metal bird had crashed near here and he held a metal stick that shot round pebbles, he shot pegasus and i had no choice.""";narrator;first;a farmer;;;;;;Medusa('s snakes);;;;;;snake bite;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25480942;"""here was a farmer who sought revenge for a sheep i had killed, there was a drunken man who had tried to force himself onto me, and there closest to the entrance was a man dressed in strange attire, a helmet on his head that had blonde curls, a strange metal bird had crashed near here and he held a metal stick that shot round pebbles, he shot pegasus and i had no choice.""";narrator;first;a drunk man;;;;;;Medusa('s snakes);;;;;;snake bite;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25480942;"""here was a farmer who sought revenge for a sheep i had killed, there was a drunken man who had tried to force himself onto me, and there closest to the entrance was a man dressed in strange attire, a helmet on his head that had blonde curls, a strange metal bird had crashed near here and he held a metal stick that shot round pebbles, he shot pegasus and i had no choice.""";narrator;first;a man dressed in strange attire;;;;;;Medusa('s snakes);;;;;;snake bite;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25480942;"""they surround the stag completely, and even though i know what's going to come next i still cannot allow myself to turn away. i watch as one of the wolves trip up the stag by running under its hooves, and another bite into it's hindquarters savagely, ripping away the thin fur to reveal the strong muscle underneath, they begin to tear bits of him off and though the stag tries to fight them off it is no use, a wolf steps onto his head and rips out his throat, a spray of blood misting the air surrounding him, i listen to the last terrified bleats it releases before it's cries become nothing but a gurgle of blood that's pouring out of it's throat.""";narrator;first;a man transformed into a stag;;;;;;wolves;;;;;;being eaten;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
25972498;"""All she knew was that this war had nothing to do with her, yet it had cost her her husband, her city and her freedom.""";indirect thought;third;Mynes;;;;;;---;;;;;;war;;;;;;;;;0;0;1;0;rule;0;0;0;1;rule;0;0;1;0;rule
25972498;"""Therefore her blood ran cold when she heard he had fallen, and her eyes itched with unbidden tears.""";indirect speech;third;Patroclus;Patroclus;;;;;unspecified;;;;;;war;in battle;;;;;;;;1;0;0;0;rule;0;0;0;1;rule;1;0;0;0;semantic
25972498;"""She was not surprised when he died at the end, in the midst of victory for the Greeks.""";narrator;third;Achilles;Achilles;;;;;unspecified;;;;;;war;battle-related death;;;;;;;;1;0;0;0;rule;0;0;0;1;rule;1;0;0;0;semantic
30281253;"""Corrie suspected she could have danced naked on Dixon's coffin without shaking Blair from his certainty that he'd caught the right men when he jailed those striking miners as murderers.""";indirect thought;third;unspecified;;;;;;striking miners;;;;;;unspecified;;;;;;;;;0;0;0;1;rule;0;0;1;0;rule;0;0;0;1;rule
30281253;"""Her own nightmares about miners involved hanged men, ropes still around their necks, accusing her.""";indirect thought;third;miners;miners;;;;;Corrie;Sheriff J.H. Blair;;;;;hanging;hanging;;;;;;;;1;0;0;0;rule;1;0;0;0;semantic;1;0;0;0;rule
30281253;"""Talking about Dixon's murder wasn't proper, not in front of his widow."" [...] ""Raising the pick over her head had taken all Corrie's strength, but the wet, crushing noise when it entered Dixon's head had made the effort worth it.""";indirect thought;third;Dixon;Dixon Worth;;;;;Corrie;Corrie Worth;;;;;slaying;homicide;;;;;;;;1;0;0;0;fuzzy;1;0;0;0;fuzzy;1;0;0;0;semantic
31797934;"""Thus at last by Dionysus’ command and the Maenad’s hands, he was torn limb from limb, split in two and three and four and ever smaller parts."" [...] ""They ate his innards still steaming hot and raw, they gnawed his flesh down to the bone and wolf cubs carried the bones away.""";narrator;third;Pentheus;Pentheus;;;;;Maenad;Maenads;;;;;tearing to pieces;split into smaller parts;;;;;;;;1;0;0;0;rule;1;0;0;0;fuzzy;1;0;0;0;semantic
32232568;"""They were even angry that this delicate woman was to be sacrificed to the gods, her throat cut and her heart torn out to be burned on the sacred altar.""";narrator;third;Iphigenia;;;;;;Agamemnon;;;;;;sacrifice;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
32232568;"""Cassandra, stripped of her clothing, picked up the dual-bladed dagger, took Iphigenia’s place under the cloth, and the mask covered her eyes."" [...] ""“Kiss me, Calchas, and your death through me.” With a mighty thrust, she yanked him down, breast to breast. Heart to heart. The dual bladed dagger sank deep into them both.""";narrator;third;Calchas;Calchas;;;;;Cassandra;Cassandra;;;;;self-sacrifice/stabbing;stabbing;;;;;;;;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
32232568;"""Cassandra, stripped of her clothing, picked up the dual-bladed dagger, took Iphigenia’s place under the cloth, and the mask covered her eyes."" [...] ""“Kiss me, Calchas, and your death through me.” With a mighty thrust, she yanked him down, breast to breast. Heart to heart. The dual bladed dagger sank deep into them both.""";narrator;third;Cassandra;Cassandra;;;;;Cassandra;Calchas;;;;;self-sacrifice/stabbing;stabbing;;;;;;;;1;0;0;0;rule;1;0;0;0;semantic;1;0;0;0;semantic
37903318;"""My sisters take my hands, the nymph I love brushes her fingers over my lips. Orpheus is ripping up her bushes.  And the last thing I have of her is the scent of her flowers when he presents me a bouquet."" [...] ""Her murder by his hands."" [...] ""Persephone wails when I sing of the murder of my love, Hades covers his mouth when he learns the viper did what I asked.""";narrator;first;a nymph;nymph;;;;;Orpheus;Hermes;;;;;unspecified;murder;;;;;;;;1;0;0;0;fuzzy;0;1;1;0;semantic;0;1;0;0;rule
37903318;"""One touches my face, her hand is cold as she minds me of her own love. It is said she was turned to stone and her head removed.""";narrator;first;a nymph;;;;;;Orpheus;;;;;;petrification;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
37903318;"""My friend, a viper, lies in wait. And when my foot, callused and rough lands near her; she strikes."" [...] ""Persephone wails when I sing of the murder of my love, Hades covers his mouth when he learns the viper did what I asked.""";indirect speech;first;Eurydice;;;;;;---;;;;;;snake bite/suicide;;;;;;;;;0;0;1;0;rule;0;0;0;1;rule;0;0;1;0;rule
38717322;"""My heart stopped. So did his. A slight change in the wind destroyed everything. Instead of catching the diskus,it hit his head. Blood trickled from his head.""";narrator;first;Hyacinthus;Hyacinthus;;;;;Zephyrus;Apollo;;;;;discus;poison;;;;;;;;1;0;0;0;rule;0;1;1;0;semantic;1;0;0;0;semantic
38717322;"""My heart stopped. So did his. A slight change in the wind destroyed everything. Instead of catching the diskus,it hit his head. Blood trickled from his head.""";narrator;first;Hyacinthus;;;;;;Zephyrus;;;;;;discus;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38717322;"""I left her no choice, and she sacrified her life to turn into a tree.""";narrator;first;Daphne;Daphne;;;;;---;Apollo;;;;;transformation;transformation;;;;;;;;1;0;0;0;rule;0;1;0;0;rule;1;0;0;0;rule
38722188;"""She thought of that man’s audacity—of how he brought his club down upon her fragile body—and the contempt that sloshed within Ilona’s body almost made her crawl back out of that casket."" [...] ""Her fingers twitched once, twice, and then they stilled.""";indirect thought;third;Ilona;;;;;;a man;;;;;;slaying;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""Artemis knew the silver had to be a burning agony, but the wolves refused to yield. They tore open throats and pulled limbs from their sockets.""";narrator;third;hunters;;;;;;werewolves;;;;;;tearing to pieces;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""Artemis knew the silver had to be a burning agony, but the wolves refused to yield. They tore open throats and pulled limbs from their sockets.""";narrator;third;hunters;;;;;;werewolves;;;;;;slashing throat;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""And so he squeezed the hunter’s throat, crushing the man’s esophagus and puncturing his arteries with sharpened claws. Blood sprayed from the hunter, and his body spasmed pathetically.""";narrator;third;a hunter;;;;;;a werewolf;;;;;;being choked;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""His organs were beautifully wet and shiny as they laid upon the ground, gravel clinging to them as the dragon kicked them aside with its powerful legs."" [...] ""The dragon leaned down and buried its muzzle in the fresh cavern of Briar’s shredded abdomen. The creature didn’t devour Briar, not yet. Dragons preferred to play with their meals before they gave into their hunger."" [...] ""The dragon opened its maw, and it began to feed.""";narrator;third;Brian;;;;;;a dragon;;;;;;being eaten;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""Her brother’s corpse laid at her feet, belly already ruptured and skin a kaleidoscope of color.""";narrator;third;her brother;;;;;;a bird;;;;;;beaten to death;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""The bird tore at her with its massive beak, taking away chunks of hair and leaving blood gashes instead. She screamed her frustration and pulled away from the creature, but it was relentless in its assault."" [...] ""She wanted to scream, but the bird swooped down upon her, claws taking her own eyes. She would face her death in darkness.""";narrator;third;she;;;;;;a bird;;;;;;being eaten;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""She could see the flesh of her friends floating to the surface, joined by a swirl of wild onions and dandelion greens.""";narrator;third;Daisy's friends;;;;;;a troll;;;;;;being eaten;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
38722188;"""The cock was swelling with arousal, becoming so engorged that Daisy could feel her own looming death as she gazed upon it.""";narrator;third;Daisy;;;;;;a troll;;;;;;intercourse/rape;;;;;;;;;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
