work_id;Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;(Major) Character Death Evidence;words;Victim_TP_auto;Victim_FP_auto;Victim_FN_auto;Victim_TN_auto;Victim_res;Perpetrator_TP_auto;Perpetrator_FP_auto;Perpetrator_FN_auto;Perpetrator_TN_auto;Perpetrator_res;Mode of Demise_TP_auto;Mode of Demise_FP_auto;Mode of Demise_FN_auto;Mode of Demise_TN_auto;Mode of Demise_res
41491;Achilles killed Penthesilea, the queen of the Amazons, in battle, striking her down with his blade after she had fought valiantly. Prior to this, the two had a romantic encounter three years ago, where they discussed the curse of the House of Atreus and how it could be broken. After killing Penthesilea, Achilles closed her eyes and kissed her forehead, acknowledging that he carries his own death with him, referencing the fact that he was destined to die from an arrow wound to his heel.;False negative;Summary;;illness (fever);;0;0;1;0;Alexander the Great;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;third;"""Everyone knows that this was the revenge of the stars on Alexander the Great, who died of a mysterious fever at the age of thirty-two, but at this time the Aegeans were not yet a superstitious lot, because their lives were not yet governed by the cold and impersonal light of distant planets, just very powerful gods, against whose randomness no salt over your shoulder and no straw men could guard you.""";1574;0;0;1;0;rule;0;0;0;1;rule;0;0;1;0;rule
41491;Achilles killed Penthesilea, the queen of the Amazons, in battle, striking her down with his blade after she had fought valiantly. Prior to this, the two had a romantic encounter three years ago, where they discussed the curse of the House of Atreus and how it could be broken. After killing Penthesilea, Achilles closed her eyes and kissed her forehead, acknowledging that he carries his own death with him, referencing the fact that he was destined to die from an arrow wound to his heel.;False negative;Summary;;chopping to pieces;;0;0;1;0;Pelops;;0;0;1;0;Tantalus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""Over in the corner an old woman was telling a gathering the story of Tantalus and how he cut up and served his own son Pelops as food for the gods.""";1574;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
41491;Achilles killed Penthesilea, the queen of the Amazons, in battle, striking her down with his blade after she had fought valiantly. Prior to this, the two had a romantic encounter three years ago, where they discussed the curse of the House of Atreus and how it could be broken. After killing Penthesilea, Achilles closed her eyes and kissed her forehead, acknowledging that he carries his own death with him, referencing the fact that he was destined to die from an arrow wound to his heel.;False negative;Summary;;sacrifice;;0;0;1;0;Iphigeneia;;0;0;1;0;Agamemnon;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""Agamemnon had murdered his own daughter to ensure good winds for the journey. Iphigeneia had been young, intelligent and gorgeous, very enthusiastic about being married to Achilles himself. That hadn't worked out. She had fought frantically before they killed her.""";1574;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
41491;Achilles killed Penthesilea, the queen of the Amazons, in battle, striking her down with his blade after she had fought valiantly. Prior to this, the two had a romantic encounter three years ago, where they discussed the curse of the House of Atreus and how it could be broken. After killing Penthesilea, Achilles closed her eyes and kissed her forehead, acknowledging that he carries his own death with him, referencing the fact that he was destined to die from an arrow wound to his heel.;;;;stabbing;blade strike;1;0;0;0;Penthesilea;Penthesilea;1;0;0;0;Achilles;Achilles;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""He did not even hate for dying when she finally did, sword knocked out of her hand, his blade sliced clean through her heart.""";1574;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
41491;Achilles killed Penthesilea, the queen of the Amazons, in battle, striking her down with his blade after she had fought valiantly. Prior to this, the two had a romantic encounter three years ago, where they discussed the curse of the House of Atreus and how it could be broken. After killing Penthesilea, Achilles closed her eyes and kissed her forehead, acknowledging that he carries his own death with him, referencing the fact that he was destined to die from an arrow wound to his heel.;;;;being shot;arrow wound;1;0;0;0;Achilles;Achilles;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""What can you say about a twenty-one year old boy who died? Pluto never had the chance to summon him. He was actually twenty-eight when it happened, the arrow flying into his heel almost an accident, if anything the stars have orchestrated for eternities can be an accident. What can you say about Achilles dying?""";1574;1;0;0;0;rule;0;0;0;1;rule;1;0;0;0;semantic
78338;In 2071 A.C.E., Althea Calydon's son Meleager was created through genetic engineering, but his life was threatened by a computer virus sent by Diana Artemiso, leader of the Colombian Mafia, to destroy Calydon Enterprises' systems. To combat the virus, Meleager assembled a team of skilled hackers, including Atlanta Windows-Microsoft, and together they successfully defeated the virus in a virtual reality battle. However, Meleager's uncles Plexippus and Toxeus stole the remains of the virus, leading Meleager to kill them. Althea, seeking revenge for her brothers' deaths, ultimately decided to fulfill the prophecy that would lead to Meleager's death by downloading a program that would end his life.;False positive;Summary;;;virus;0;1;0;0;;Anceus;0;1;0;0;;BOAR;0;1;0;0;Incorrect;All three elements have FP or FN.;;;;1115;0;1;0;0;rule;0;1;0;0;rule;0;1;0;0;rule
78338;In 2071 A.C.E., Althea Calydon's son Meleager was created through genetic engineering, but his life was threatened by a computer virus sent by Diana Artemiso, leader of the Colombian Mafia, to destroy Calydon Enterprises' systems. To combat the virus, Meleager assembled a team of skilled hackers, including Atlanta Windows-Microsoft, and together they successfully defeated the virus in a virtual reality battle. However, Meleager's uncles Plexippus and Toxeus stole the remains of the virus, leading Meleager to kill them. Althea, seeking revenge for her brothers' deaths, ultimately decided to fulfill the prophecy that would lead to Meleager's death by downloading a program that would end his life.;False positive & false negative;Summary;;;;0;0;0;1;unnamed redshirts;unnamed redshirts;1;0;0;0;Diana Artémiso;BOAR;0;1;1;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;narrator;third;"""The BOAR virus detected these prodigies and lashed out, rending,  maiming, and tearing the VR bodies and destroying the neural nets of one  after another of Unnamed Redshirts. None of them were of noble parentage, so it wasn't any great loss.""";1115;1;0;0;0;rule;0;1;1;0;semantic;0;0;0;1;rule
78338;In 2071 A.C.E., Althea Calydon's son Meleager was created through genetic engineering, but his life was threatened by a computer virus sent by Diana Artemiso, leader of the Colombian Mafia, to destroy Calydon Enterprises' systems. To combat the virus, Meleager assembled a team of skilled hackers, including Atlanta Windows-Microsoft, and together they successfully defeated the virus in a virtual reality battle. However, Meleager's uncles Plexippus and Toxeus stole the remains of the virus, leading Meleager to kill them. Althea, seeking revenge for her brothers' deaths, ultimately decided to fulfill the prophecy that would lead to Meleager's death by downloading a program that would end his life.;False negative;Summary;;vaporising;;0;0;1;0;Plexippus and Toxeus;Toxeus;1;0;0;0;Meleager;Meleager Calydon;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;third;"""Once they'd all logged out, Plexippus and Toxeus, two of Meleager's uncles who'd been in the hunting party, were jealous that Atalanta had gotten all the honor and fame out of all who had been there."" [...] ""Meleager didn't see it that way. They'd taken from a heroine, and what's more, they'd taken from the woman he loved. He drew his hand phaser and vaporized them on the spot.""";1115;1;0;0;0;fuzzy;1;0;0;0;fuzzy;0;0;1;0;rule
78338;In 2071 A.C.E., Althea Calydon's son Meleager was created through genetic engineering, but his life was threatened by a computer virus sent by Diana Artemiso, leader of the Colombian Mafia, to destroy Calydon Enterprises' systems. To combat the virus, Meleager assembled a team of skilled hackers, including Atlanta Windows-Microsoft, and together they successfully defeated the virus in a virtual reality battle. However, Meleager's uncles Plexippus and Toxeus stole the remains of the virus, leading Meleager to kill them. Althea, seeking revenge for her brothers' deaths, ultimately decided to fulfill the prophecy that would lead to Meleager's death by downloading a program that would end his life.;;;;software malfunction;diskette;1;0;0;0;Meleager;Meleager Calydon;1;0;0;0;Althea;Althea;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;direct thought;third;"""It's only fair, she decided. Why should OEneus celebrate while I am in mourning? An eye for an eye, I say! Well, I brought you into this world, Mellie, and watch me take you out! She finished the download. The :::ding::: of completion seemed to be a deathly groan. It was the groan of her son, dying""";1115;1;0;0;0;fuzzy;1;0;0;0;rule;0;1;1;0;semantic
78338;In 2071 A.C.E., Althea Calydon's son Meleager was created through genetic engineering, but his life was threatened by a computer virus sent by Diana Artemiso, leader of the Colombian Mafia, to destroy Calydon Enterprises' systems. To combat the virus, Meleager assembled a team of skilled hackers, including Atlanta Windows-Microsoft, and together they successfully defeated the virus in a virtual reality battle. However, Meleager's uncles Plexippus and Toxeus stole the remains of the virus, leading Meleager to kill them. Althea, seeking revenge for her brothers' deaths, ultimately decided to fulfill the prophecy that would lead to Meleager's death by downloading a program that would end his life.;False negative;Summary;;suicide;;0;0;1;0;Althea;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;indirect thought;third;"""Weeks later, Althea recovered from her grief and hysteria and realized what she had done. She took the coward's way out of guilt.""";1115;0;0;1;0;rule;0;0;0;1;rule;0;0;1;0;rule
109012;Helen, the beautiful wife of King Menelaus of Sparta, was a possession rather than a beloved, with an empty and hollow beauty that lacked substance. Aphrodite, the goddess of love and desire, fueled Paris' passion for Helen, leading to her abduction and the subsequent war between Greece and Troy. As the war raged on, Helen fell in love with Hector, brother of Paris, who showed her kindness and decency, but he was eventually killed by Achilles. After Troy's fall, Helen returned to Sparta, where she found solace in the love of her children, which eased the pain of her past experiences. Ultimately, Helen finds peace in the afterworld, free from the dehumanizing beauty that had defined her life.;;;;unspecified;killed;1;0;0;0;Hector;Hector;1;0;0;0;Achilles;Achilles;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""He was among the best of men, was Hector husband of Andromache, father of Astynax, beloved. Andromache gave herself up to grief and rage when Achilles killed him, but Helen fell into herself. """;682;1;0;0;0;rule;1;0;0;0;rule;0;1;0;0;rule
125672;Cassandra, fueled by visions of her impending death and the memories of Agamemnon's murder, enters the palace where she is met with hostility by Clytaemnestra, who ultimately murders her in a fit of rage, slamming her against the wall and causing a fatal head injury. The story flashes back to conversations between Helen and Cassandra, revealing their complex relationship and eventual separation, as well as Helen's departure from Sparta. The narrative also alludes to Agamemnon's murder at the hands of Clytaemnestra and Aegisthus, highlighting the web of violence and betrayal that ultimately leads to Cassandra's demise.;False positive & false negative;Summary;We can't assume that she dies when hitting the wall;slaying;Slamming against wall;0;1;1;0;Cassandra;Cassandra;1;0;0;0;Clytaemnestra;Clytaemnestra;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;third;"""The last sight Cassandra sees is her most complete and perfect vision; it's accompanied by a crack like thunder.""";520;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
125672;Cassandra, fueled by visions of her impending death and the memories of Agamemnon's murder, enters the palace where she is met with hostility by Clytaemnestra, who ultimately murders her in a fit of rage, slamming her against the wall and causing a fatal head injury. The story flashes back to conversations between Helen and Cassandra, revealing their complex relationship and eventual separation, as well as Helen's departure from Sparta. The narrative also alludes to Agamemnon's murder at the hands of Clytaemnestra and Aegisthus, highlighting the web of violence and betrayal that ultimately leads to Cassandra's demise.;False positive;Summary;;;;0;0;0;1;;Agamemnon;0;1;0;0;;Clytaemnestra, Aegisthus;0;1;0;0;Incorrect;Errors but no TPs.;;;;520;0;1;0;0;rule;0;1;0;0;rule;0;0;0;1;rule
591456;The sea, controlled by Poseidon, wreaks havoc on a city, flooding its streets and killing many of its inhabitants. Medusa, one of three sisters who are the guardians of the Eastern gates, attempts to fight back with her spear but is ultimately overpowered by the sea. She seeks refuge in the temple of Athena, where she is pursued and violated by Poseidon. The event leaves Medusa traumatized and enraged, causing destruction throughout the city. Later, Athena transforms Medusa's appearance, turning her hair into venomous serpents and her gaze to stone. Eventually, Medusa becomes pregnant with the sea's children but refuses to give birth, instead choosing to keep them inside herself. The story concludes with Athena sending Perseus to behead Medusa using a mirrored shield, effectively killing her.;False positive;Summary;Hallucination;petrification;beheading;0;1;1;0;Medusa;Medusa;1;0;0;0;Perseus;Perseus;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;third;"""What were the thoughts of the goddess of craft and skill and defense when she sent Perseus with a shield as bright as a mirror to her love? It cannot be known. But thereafter upon the shield of grey-eyed Athena, wise as a serpent, she bore the face of Medusa in her eternal rage. A goddess of wisdom may not be inclined to forgetfulness. She may also consider that in the end, even gods may die and the sea may turn to stone.""";1691;1;0;0;0;rule;1;0;0;0;rule;0;1;1;0;semantic
591456;The sea, controlled by Poseidon, wreaks havoc on a city, flooding its streets and killing many of its inhabitants. Medusa, one of three sisters who are the guardians of the Eastern gates, attempts to fight back with her spear but is ultimately overpowered by the sea. She seeks refuge in the temple of Athena, where she is pursued and violated by Poseidon. The event leaves Medusa traumatized and enraged, causing destruction throughout the city. Later, Athena transforms Medusa's appearance, turning her hair into venomous serpents and her gaze to stone. Eventually, Medusa becomes pregnant with the sea's children but refuses to give birth, instead choosing to keep them inside herself. The story concludes with Athena sending Perseus to behead Medusa using a mirrored shield, effectively killing her.;Minor character death;Summary;;being eaten;;0;0;1;0;Athena's mother;;0;0;1;0;Athena's father;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""She, the daughter of a younger god, whose father consumed her mother in a single swallow.""";1691;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
591456;The sea, controlled by Poseidon, wreaks havoc on a city, flooding its streets and killing many of its inhabitants. Medusa, one of three sisters who are the guardians of the Eastern gates, attempts to fight back with her spear but is ultimately overpowered by the sea. She seeks refuge in the temple of Athena, where she is pursued and violated by Poseidon. The event leaves Medusa traumatized and enraged, causing destruction throughout the city. Later, Athena transforms Medusa's appearance, turning her hair into venomous serpents and her gaze to stone. Eventually, Medusa becomes pregnant with the sea's children but refuses to give birth, instead choosing to keep them inside herself. The story concludes with Athena sending Perseus to behead Medusa using a mirrored shield, effectively killing her.;;;;drowning;drowning;1;0;0;0;many people;inhabitants;1;0;0;0;Poseidon;Poseidon;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""Ships lay tilted upon the flat roofs where the people had gathered in halcyon days. And the dead. There were so many dead. "" ";1691;1;0;0;0;fuzzy;1;0;0;0;rule;1;0;0;0;rule
591456;The sea, controlled by Poseidon, wreaks havoc on a city, flooding its streets and killing many of its inhabitants. Medusa, one of three sisters who are the guardians of the Eastern gates, attempts to fight back with her spear but is ultimately overpowered by the sea. She seeks refuge in the temple of Athena, where she is pursued and violated by Poseidon. The event leaves Medusa traumatized and enraged, causing destruction throughout the city. Later, Athena transforms Medusa's appearance, turning her hair into venomous serpents and her gaze to stone. Eventually, Medusa becomes pregnant with the sea's children but refuses to give birth, instead choosing to keep them inside herself. The story concludes with Athena sending Perseus to behead Medusa using a mirrored shield, effectively killing her.;False negative;Summary;;drowning;;0;0;1;0;whole families;;0;0;1;0;Poseidon;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;"""Whole families drowned""";1691;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
660704;Artemis, the leader of the all-female motorcycle club Arktoi, has a loving relationship with Kallisto, but their happiness is disrupted when Artemis' father, Zeus, starts harassing the club's patrons and staff. Kallisto offers to deal with the situation, but she secretly meets with Zeus and becomes pregnant with his child after being raped by him. When Artemis discovers this, she confronts Kallisto, who reveals that she made a deal with Zeus to patch over the club in exchange for protection. However, Artemis is furious and feels betrayed, leading her to shoot Kallisto in the desert, killing her. Throughout the story, it is also mentioned that Leda, one of the Olympians' women, was previously raped by Zeus on a pool table, leaving emotional scars on Artemis, who witnessed the incident as a child.;;;;being shot;gunshot;1;0;0;0;Kallisto;Kallisto;1;0;0;0;Artemis;Artemis;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;"""“I did it for you,” Kallisto is sobbing. “I did it for us.” “I know, baby.” Artemis pulls the trigger.""";1152;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
734141;Agamemnon's death is at the hands of Clytaemnestra, who stabs him with her sword and then slits his throat, avenging their daughter Iphigenia's death. The narrator assists Clytaemnestra by stabbing Agamemnon with his own sword after he has been wounded by Clytaemnestra.;;;;stabbing;stabbing and throat slitting;1;0;0;0;Agamemnon;Agamemnon;1;0;0;0;Clytaemnestra;Clytaemnestra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;"""I look over his shoulder and see her behind, stalking forward on quiet feet, her sword raised."" [...] "" ‘Agamemnon,’ she says, her voice low. ‘This is for our daughter.’ He turns at her voice, his hand going to his hip as he registers her words, but of course his sword is not there. Her blade plunges into his stomach and out, dark blood spurting forth, spattering her dress. Her smile is so wide it is a grimace, a snarl. He falls sideways onto the floor, crying out wordlessly in pain and surprise. His head hits the ground but he is still moving. One hand goes to his waist, coming up red. The other gropes behind him, reaching for his sword. I am faster. I snatch it up and unsheathe it, the scabbard clattering on the floor.""";1989;1;0;0;0;rule;1;0;0;0;rule;1;0;0;0;semantic
734141;Agamemnon's death is at the hands of Clytaemnestra, who stabs him with her sword and then slits his throat, avenging their daughter Iphigenia's death. The narrator assists Clytaemnestra by stabbing Agamemnon with his own sword after he has been wounded by Clytaemnestra.;;;;stabbing;stabbing;1;0;0;0;Agamemnon;Agamemnon;1;0;0;0;Cassandra;narrator;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;"""‘This is for my people,’ I say, and I stab down into his flesh, a hand span higher than the wound she has given him. It goes in deep. I am stronger than I thought. He coughs, red foam gathering on his lips. I leave the sword in him and step back, looking down. Impaled, helpless, he shudders and jerks, pinned by his own sword. He tries to speak, but only spits blood onto the floor. She kneels beside him, gripping his head with her hand.""";1989;1;0;0;0;rule;1;0;0;0;fuzzy;1;0;0;0;rule
1087311;Medusa, once a beautiful maiden, was cursed by Athena after being raped by Poseidon, transforming her into a monster with snakes for hair and a gaze that turns men to stone. She has been living on an island, turning hundreds of men who dared to approach her into statues. Perseus, a young man, arrives on the island, using a golden shield as a mirror to locate Medusa, intending to behead her to kill the man who is going to marry his mother. However, upon seeing her reflection and realizing her true form, Medusa is shocked and momentarily distracted, allowing Perseus to behead her with his sword, ending her life.;Generic character death;Summary;Generic Character Death;petrification;;0;0;1;0;a priestess;;0;0;1;0;Medusa;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;"""The priestess stopped her backwards retreat, her feet seemingly rooted to the ground. There was a soft clicking as the silk slippers she wore seemed to harden and turn a soft shade of grey. Then, her ankles began the strange transformation, then her calves and her thighs. Medusa saw the girl struggle, but she noticed how the priestess's eyes remained on her at all times. The priestess's whole body turned grey and Medusa watched as one of the priestess's veins pulsed slowly through its alabaster prison. She watched with her own horror as it slowed to a stop, the priestess now a sister to the idol standing next to her.""";1716;0;0;1;0;rule;0;0;1;0;rule;0;0;1;0;rule
