Entity;Cosine;Fuzzy;Human_TP
Perpetrator;1.0;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.3867465555667877;0.2666666666666667;0
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.000000238418579;1.0;1
Perpetrator;0.7970036268234253;0.6666666666666667;1
Perpetrator;0.9300441145896912;0.923076923076923;1
Perpetrator;0.9999999403953552;1.0;1
Perpetrator;0.9999999403953552;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.26610010862350464;0.0;0
Perpetrator;1.0;1.0;1
Perpetrator;0.4411545991897583;0.23529411764705888;0
Perpetrator;1.0;1.0;1
Perpetrator;0.272733211517334;0.2962962962962963;1
Perpetrator;0.272733211517334;0.2962962962962963;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;1.0;1.0;1
Perpetrator;0.47195395827293396;0.33333333333333337;0
Perpetrator;1.0;1.0;1
Perpetrator;0.15374572575092316;0.2222222222222222;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.20880286395549774;0.3157894736842105;0
Perpetrator;1.0000001192092896;1.0;1
Perpetrator;0.18257951736450195;0.1428571428571429;0
Mode of Demise;0.2922753691673279;0.2222222222222222;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.9201271533966064;0.631578947368421;1
Mode of Demise;0.16362637281417847;0.5128205128205128;1
Mode of Demise;0.36865267157554626;0.19047619047619047;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.6726751923561096;0.5882352941176471;1
Mode of Demise;0.31949731707572937;0.4705882352941176;0
Mode of Demise;0.33828383684158325;0.19999999999999996;0
Mode of Demise;0.35758838057518005;0.18181818181818177;0
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;1.0;1.0;1
Mode of Demise;0.738481342792511;0.2222222222222222;1
Mode of Demise;1.0;1.0;1
Mode of Demise;1.0;1.0;1
Mode of Demise;0.38814613223075867;0.5714285714285714;0
Mode of Demise;0.38521647453308105;0.38888888888888884;1
Mode of Demise;0.39756813645362854;0.2162162162162162;1
Mode of Demise;0.39756813645362854;0.2162162162162162;1
Mode of Demise;0.13815458118915558;0.24390243902439024;1
Mode of Demise;0.18725185096263885;0.2666666666666667;0
Mode of Demise;1.0;1.0;1
Mode of Demise;0.6458724141120911;0.23529411764705888;1
Mode of Demise;0.2920026183128357;0.3076923076923077;0
Mode of Demise;0.34461528062820435;0.11764705882352944;0
Mode of Demise;0.17039676010608673;0.38095238095238093;1
Mode of Demise;0.7722687125205994;0.5454545454545454;1
Mode of Demise;0.15444639325141907;0.3555555555555555;0
Mode of Demise;0.24479940533638;0.18181818181818177;1
Mode of Demise;0.17734059691429138;0.10526315789473684;1
Mode of Demise;0.3697958290576935;0.25;1
Mode of Demise;0.16987191140651703;0.26086956521739135;1
Mode of Demise;0.3582454323768616;0.43478260869565216;1
Mode of Demise;0.3582454323768616;0.43478260869565216;1
Mode of Demise;0.22031262516975403;0.17391304347826086;1
Mode of Demise;0.28589287400245667;0.16666666666666663;1
Mode of Demise;0.5856149792671204;0.5714285714285714;1
Mode of Demise;0.5818926692008972;0.37209302325581395;1
Mode of Demise;0.6561331152915955;0.56;1
Mode of Demise;0.7935910224914551;0.48;1
Mode of Demise;0.3043568432331085;0.09090909090909094;1
Mode of Demise;0.4400973320007324;0.125;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;0.6950675845146179;0.7058823529411764;1
Mode of Demise;0.21017713844776154;0.24;1
Mode of Demise;1.0000001192092896;1.0;1
Mode of Demise;1.0;1.0;1
Mode of Demise;0.3769589960575104;0.5;1
Mode of Demise;0.5505251884460449;0.4666666666666666;1
Mode of Demise;0.7872795462608337;0.631578947368421;1
